LinkRef,LinkDescription,Date,TimePeriod,AverageJT,AverageSpeed,DataQuality,LinkLength,Flow
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,36,296.14,93.12,1,7.659999847,197
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,37,283.04,97.43,1,7.659999847,190.5
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,38,273.83,100.7,1,7.659999847,200
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,39,277.75,99.28,1,7.659999847,204.5
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,40,294.36,93.68,1,7.659999847,214
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,41,290,95.09,1,7.659999847,227
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,42,287.52,95.91,1,7.659999847,235.5
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,43,289.86,95.14,1,7.659999847,228.5
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,44,295.46,93.33,1,7.659999847,225.25
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,45,288.9,95.45,1,7.659999847,239.5
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,46,280.82,98.2,1,7.659999847,240.75
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,47,277.42,99.4,1,7.659999847,242.25
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,48,272.42,101.23,1,7.659999847,246
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,49,289.41,95.28,1,7.659999847,255.25
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,50,290.6,94.89,1,7.659999847,246
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,51,282.57,97.59,1,7.659999847,241.25
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,52,269.97,102.14,1,7.659999847,238.75
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,53,271.1,101.72,1,7.659999847,246.25
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,54,271.38,101.61,1,7.659999847,231.25
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,55,282.23,97.71,1,7.659999847,246.5
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,56,288.99,95.42,1,7.659999847,247.5
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,57,301.83,91.36,1,7.659999847,260
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,58,285.31,96.65,1,7.659999847,251.5
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,59,289.98,95.1,1,7.659999847,257.75
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,60,279.2,98.77,1,7.659999847,242.25
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,61,270.12,102.09,1,7.659999847,265.5
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,62,271.35,101.63,1,7.659999847,243.5
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,63,283.13,97.4,1,7.659999847,237.5
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,64,290.6,94.89,1,7.659999847,247
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,65,289.61,95.22,1,7.659999847,250
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,66,287.98,95.76,1,7.659999847,249.75
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,67,303.09,90.98,1,7.659999847,245
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,68,297.12,92.81,1,7.659999847,224
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,69,314.4,87.71,1,7.659999847,227
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,70,298.81,92.29,1,7.659999847,221
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,71,295.72,93.25,1,7.659999847,222.5
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,72,304.2,90.65,1,7.659999847,203.5
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,73,299.24,92.15,1,7.659999847,183
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,74,282.19,97.72,1,7.659999847,168.5
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,75,279.36,98.71,1,7.659999847,156
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,76,289.15,95.37,1,7.659999847,144.75
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,77,284.17,97.04,1,7.659999847,144
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,78,280.77,98.22,1,7.659999847,119.5
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,79,274.64,100.41,1,7.659999847,111.75
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,80,275.39,100.13,1,7.659999847,92.5
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,81,279.86,98.53,1,7.659999847,75
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,82,286.06,96.4,1,7.659999847,67.75
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,83,278.42,99.04,1,7.659999847,59
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,84,295.83,93.22,1,7.659999847,57
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,85,467.81,58.95,1,7.659999847,47.75
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,86,467.81,58.95,1,7.659999847,40.25
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,87,623,44.26,2,7.659999847,37.75
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,88,636.86,43.3,2,7.659999847,33
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,89,636.86,43.3,1,7.659999847,32.5
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,90,636.86,43.3,2,7.659999847,34.25
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,91,636.86,43.3,2,7.659999847,31.25
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,92,285.73,96.51,3,7.659999847,26.25
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,93,273.92,100.67,3,7.659999847,21
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,94,290.66,94.87,3,7.659999847,25.75
AL2471,A40 between A4137 and A49 (AL2471),11/14/2014 0:00,95,288.46,95.6,3,7.659999847,21.5
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,0,277.71,99.3,3,7.659999847,19
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,1,300.94,91.63,3,7.659999847,14
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,2,301.63,91.42,3,7.659999847,11.5
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,3,285.5,96.59,3,7.659999847,13.5
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,4,304.16,90.66,3,7.659999847,10.5
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,5,277.59,99.34,3,7.659999847,8.75
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,6,292.47,94.29,3,7.659999847,6.75
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,7,273.81,100.71,3,7.659999847,8.25
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,8,283.98,97.11,3,7.659999847,6
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,9,276.69,99.66,3,7.659999847,7.25
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,10,281.85,97.84,3,7.659999847,8.5
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,11,293.9,93.83,3,7.659999847,8.5
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,12,284.34,96.98,3,7.659999847,9
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,13,284.27,97.01,3,7.659999847,9.5
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,14,318.83,86.49,2,7.659999847,10
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,15,318.83,86.49,2,7.659999847,12.5
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,16,318.83,86.49,1,7.659999847,10
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,17,295.2,93.41,2,7.659999847,13
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,18,271.57,101.54,1,7.659999847,16.75
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,19,279.19,98.77,1,7.659999847,14.5
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,20,240.04,114.88,1,7.659999847,22.5
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,21,263.41,104.69,1,7.659999847,19.5
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,22,235.14,117.27,1,7.659999847,24
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,23,240.04,114.88,1,7.659999847,26.25
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,24,237.49,116.11,2,7.659999847,34.5
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,25,261.34,105.52,1,7.659999847,40.5
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,26,278.59,98.98,1,7.659999847,42.75
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,27,297.64,92.65,1,7.659999847,52
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,28,287.47,95.93,1,7.659999847,62
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,29,264.16,104.39,1,7.659999847,72.5
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,30,256.33,107.58,1,7.659999847,87
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,31,272.36,101.25,1,7.659999847,105.25
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,32,264.57,104.23,1,7.659999847,120.5
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,33,276,99.91,1,7.659999847,141.5
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,34,262.05,105.23,1,7.659999847,151.75
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,35,277.17,99.49,1,7.659999847,157
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,36,269.77,102.22,1,7.659999847,169.5
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,37,274.86,100.33,1,7.659999847,170.25
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,38,277.34,99.43,1,7.659999847,174
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,39,278.29,99.09,1,7.659999847,191
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,40,273.68,100.76,1,7.659999847,190.5
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,41,276.14,99.86,1,7.659999847,203.5
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,42,268.7,102.63,1,7.659999847,211.5
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,43,278.78,98.92,1,7.659999847,211.5
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,44,283.2,97.37,1,7.659999847,216.75
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,45,286.65,96.2,1,7.659999847,217.25
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,46,282.02,97.78,1,7.659999847,203.25
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,47,276.9,99.59,1,7.659999847,210.5
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,48,274.99,100.28,1,7.659999847,188.5
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,49,268.7,102.63,1,7.659999847,185
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,50,276.72,99.65,1,7.659999847,180
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,51,269.09,102.48,1,7.659999847,186.5
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,52,279.66,98.61,1,7.659999847,161.5
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,53,289.86,95.14,1,7.659999847,166.75
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,54,261.52,105.45,1,7.659999847,151.5
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,55,272.4,101.23,1,7.659999847,147
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,56,278.87,98.88,1,7.659999847,144
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,57,283.67,97.21,1,7.659999847,146
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,58,277.5,99.37,1,7.659999847,138
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,59,273.91,100.68,1,7.659999847,146.5
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,60,258.94,106.5,1,7.659999847,152.5
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,61,264.09,104.42,1,7.659999847,143
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,62,268.24,102.8,1,7.659999847,152
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,63,273.09,100.98,1,7.659999847,148.5
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,64,263.78,104.54,1,7.659999847,144
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,65,290.84,94.82,1,7.659999847,146.5
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,66,270.65,101.89,1,7.659999847,140
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,67,283.02,97.43,1,7.659999847,139.25
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,68,282,97.79,1,7.659999847,132.5
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,69,284.73,96.85,1,7.659999847,143
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,70,273.17,100.95,1,7.659999847,147.5
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,71,280.65,98.26,1,7.659999847,140
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,72,292.17,94.38,1,7.659999847,127.5
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,73,281.12,98.09,1,7.659999847,116
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,74,282.17,97.73,1,7.659999847,106
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,75,276.58,99.7,1,7.659999847,98.75
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,76,289.66,95.2,1,7.659999847,85
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,77,275.96,99.93,1,7.659999847,82.5
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,78,288.68,95.52,1,7.659999847,71
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,79,288.1,95.72,1,7.659999847,59.5
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,80,288.63,95.54,1,7.659999847,57.5
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,81,288.63,95.54,1,7.659999847,49.5
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,82,238.12,115.81,1,7.659999847,39
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,83,238.12,115.81,2,7.659999847,46.5
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,84,238.12,115.81,2,7.659999847,37.75
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,85,320.01,86.17,2,7.659999847,34
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,86,320.01,86.17,2,7.659999847,43
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,87,320.01,86.17,1,7.659999847,30.5
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,88,282.74,97.53,2,7.659999847,33.5
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,89,273.42,100.86,1,7.659999847,29.5
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,90,306.19,90.06,1,7.659999847,28
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,91,301.13,91.58,2,7.659999847,26
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,92,296.07,93.14,1,7.659999847,23.5
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,93,296.07,93.14,2,7.659999847,23
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,94,298.59,92.35,2,7.659999847,23.5
AL2471,A40 between A4137 and A49 (AL2471),11/15/2014 0:00,95,298.59,92.35,1,7.659999847,19
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,0,249.71,110.43,1,7.659999847,14
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,1,249.71,110.43,1,7.659999847,14
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,2,274.65,100.4,1,7.659999847,13.5
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,3,249.71,110.43,1,7.659999847,11.25
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,4,293.54,93.94,2,7.659999847,7.25
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,5,279.77,98.57,3,7.659999847,8
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,6,257.16,107.23,3,7.659999847,4.5
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,7,292.91,94.14,3,7.659999847,7
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,8,305.65,90.22,3,7.659999847,6.5
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,9,297.66,92.64,3,7.659999847,4.5
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,10,286.64,96.2,3,7.659999847,6.25
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,11,284.02,97.09,3,7.659999847,6
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,12,306.07,90.1,3,7.659999847,5.5
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,13,265.99,103.67,3,7.659999847,6
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,14,293.49,93.96,3,7.659999847,5
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,15,276.63,99.69,3,7.659999847,4.5
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,16,288.07,95.73,3,7.659999847,5.75
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,17,290.64,94.88,3,7.659999847,7.25
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,18,297.33,92.75,2,7.659999847,5
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,19,299.09,92.2,1,7.659999847,8.5
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,20,298.12,92.5,1,7.659999847,8.75
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,21,299.09,92.2,1,7.659999847,10.75
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,22,299.09,92.2,1,7.659999847,12
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,23,299.09,92.2,1,7.659999847,14.5
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,24,275.28,100.17,2,7.659999847,19.5
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,25,275.28,100.17,2,7.659999847,22.5
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,26,275.28,100.17,1,7.659999847,27.75
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,27,311.19,88.61,1,7.659999847,29
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,28,267.09,103.25,1,7.659999847,42
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,29,266.05,103.65,1,7.659999847,52.5
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,30,267.65,103.03,1,7.659999847,58.5
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,31,256.23,107.62,1,7.659999847,75.5
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,32,273.78,100.72,1,7.659999847,76
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,33,254.94,108.17,1,7.659999847,86.5
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,34,258.65,106.62,1,7.659999847,104.5
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,35,262.36,105.11,1,7.659999847,106.5
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,36,275.52,100.09,1,7.659999847,111.5
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,37,274.84,100.33,1,7.659999847,119.5
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,38,273.44,100.85,1,7.659999847,142
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,39,264.63,104.21,1,7.659999847,155
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,40,269.55,102.3,1,7.659999847,171.5
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,41,269.99,102.14,1,7.659999847,173.5
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,42,268.81,102.59,1,7.659999847,189
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,43,288.33,95.64,1,7.659999847,193.5
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,44,286.27,96.33,1,7.659999847,203.5
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,45,281.52,97.95,1,7.659999847,197.75
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,46,298.65,92.34,1,7.659999847,208.5
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,47,287.37,95.96,1,7.659999847,208.5
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,48,284.74,96.85,1,7.659999847,203.5
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,49,278.22,99.12,1,7.659999847,195.5
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,50,279.17,98.78,1,7.659999847,204
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,51,279.5,98.66,1,7.659999847,195
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,52,287.07,96.06,1,7.659999847,193.5
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,53,271.39,101.61,1,7.659999847,191
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,54,280.7,98.24,1,7.659999847,183
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,55,263.83,104.52,1,7.659999847,185.5
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,56,257.83,106.95,1,7.659999847,194.5
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,57,271.32,101.64,1,7.659999847,200.5
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,58,273.96,100.66,1,7.659999847,209.75
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,59,279.2,98.77,1,7.659999847,213.5
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,60,271.8,101.46,1,7.659999847,218.5
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,61,268.36,102.76,1,7.659999847,230
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,62,264.38,104.3,1,7.659999847,222.5
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,63,281.13,98.09,1,7.659999847,237
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,64,281.62,97.92,1,7.659999847,232.5
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,65,282.63,97.57,1,7.659999847,237
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,66,287.64,95.87,1,7.659999847,245.75
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,67,301.59,91.44,1,7.659999847,232
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,68,285.48,96.6,1,7.659999847,227
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,69,285.46,96.6,1,7.659999847,211
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,70,268.79,102.59,1,7.659999847,195
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,71,281.17,98.08,1,7.659999847,194.5
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,72,274.34,100.52,1,7.659999847,180.5
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,73,283.03,97.43,1,7.659999847,169.75
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,74,291.5,94.6,1,7.659999847,153
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,75,290.73,94.85,1,7.659999847,151.5
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,76,281.79,97.86,1,7.659999847,136
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,77,286.09,96.39,1,7.659999847,125.5
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,78,279.81,98.55,1,7.659999847,119
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,79,286.69,96.19,1,7.659999847,113
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,80,287.66,95.86,1,7.659999847,95
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,81,282.71,97.54,1,7.659999847,81.5
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,82,282.71,97.54,1,7.659999847,71.5
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,83,284.18,97.04,1,7.659999847,66.5
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,84,281.58,97.93,1,7.659999847,57.75
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,85,283.25,97.36,1,7.659999847,47.5
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,86,314.34,87.73,1,7.659999847,42
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,87,238.75,115.5,1,7.659999847,34.5
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,88,301.74,91.39,1,7.659999847,32.5
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,89,280.41,98.34,1,7.659999847,30
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,90,280.41,98.34,2,7.659999847,24
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,91,280.41,98.34,2,7.659999847,23
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,92,269.3,102.4,3,7.659999847,19.25
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,93,279.45,98.68,3,7.659999847,14
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,94,277.52,99.37,3,7.659999847,16.75
AL2471,A40 between A4137 and A49 (AL2471),11/16/2014 0:00,95,273.37,100.87,3,7.659999847,14.5
